field_id,state,year,Area,scalar_difference,state_annual_yield,Annual_Yield,n_in_season_fortnights
59.0,Texas,2022,2.673686541909193,0.09755509087764044,22.6,66.32011302592639,14
60.0,Texas,2019,3.78770661537188,0.08946352033348985,33.8,139.47800459126418,13
60.0,Texas,2021,3.78770661537188,-0.06182610196638227,30.9,109.80399913049077,11
60.0,Texas,2022,3.78770661537188,0.08766396924746514,22.6,93.10639546261791,14
61.0,Texas,2019,1.3368434777231135,0.13178172689325657,33.8,51.13990766935669,12
61.0,Texas,2021,1.3368434777231135,0.2644785347522932,30.9,52.233665350848504,10
61.0,Texas,2022,1.3368434777231135,0.14718460577924264,22.6,34.65950143035572,14
62.0,Texas,2019,0.2228073544510632,0.2218285236680273,33.8,9.201454476154664,11
62.0,Texas,2021,0.2228073544510632,0.2385024098468952,30.9,8.526776063454921,10
62.0,Texas,2022,0.2228073544510632,0.11470703606179913,22.6,5.613047320659888,14
63.0,Texas,2019,1.5596590118829794,0.30805240409893603,33.8,68.95591133830185,12
63.0,Texas,2021,1.5596590118829794,0.13642031775325414,30.9,54.76803106700716,9
63.0,Texas,2022,1.5596590118829794,0.2951455821432081,22.6,45.65167182291585,14
64.0,Texas,2019,7.798258114018261,0.20993681114092536,33.8,318.91650495660366,12
64.0,Texas,2021,7.798258114018261,0.2442663123169374,30.9,299.8260948601767,10
64.0,Texas,2022,7.798258114018261,0.13587313468677303,22.6,200.1870006929026,14
65.0,Texas,2019,1.7824257172808575,0.21516076709049345,33.8,73.20856250397765,13
65.0,Texas,2021,1.7824257172808575,-0.09940282969890415,30.9,49.60214951918078,12
65.0,Texas,2022,1.7824257172808575,-0.02902199415860281,22.6,39.11373340868283,14
66.0,Texas,2019,0.2228030326088129,0.34922034245110256,33.8,10.160630977699505,12
66.0,Texas,2021,0.2228030326088129,-0.18722427616966508,30.9,5.595646889496847,12
66.0,Texas,2022,0.2228030326088129,0.07645587940279754,22.6,5.420330537451976,14
67.0,Texas,2019,0.2228031332967406,0.13851262035350206,33.8,8.573849254007325,12
67.0,Texas,2021,0.2228031332967406,-0.17483457715734513,30.9,5.680947748451926,12
67.0,Texas,2022,0.2228031332967406,-0.06498124767926655,22.6,4.708147434206867,14
68.0,Texas,2019,0.2228031138876851,0.3213395441064006,33.8,9.9506714946286,12
68.0,Texas,2021,0.2228031138876851,-0.08653766960086011,30.9,6.28883757542972,12
68.0,Texas,2022,0.2228031138876851,0.05773863034296066,22.6,5.326084607745371,14
69.0,Texas,2019,0.2228031357052625,0.24157821757899048,33.8,9.3500101793783,12
69.0,Texas,2021,0.2228031357052625,-0.1542372776579025,30.9,5.8227523259535525,12
69.0,Texas,2022,0.2228031357052625,-0.03561405166067583,22.6,4.856021621034141,14
70.0,Texas,2019,0.4456064277154261,,33.8,,12
70.0,Texas,2021,0.4456064277154261,,30.9,,12
70.0,Texas,2022,0.4456064277154261,,22.6,,14
71.0,Texas,2019,0.8912127432172465,,33.8,,12
71.0,Texas,2021,0.8912127432172465,,30.9,,12
71.0,Texas,2022,0.8912127432172465,,22.6,,14
72.0,Texas,2019,0.2228070351726815,-0.16211746162690063,33.8,6.309990997888032,13
72.0,Texas,2021,0.2228070351726815,0.3201836919193395,30.9,9.08911802124807,10
72.0,Texas,2022,0.2228070351726815,0.19232896970812977,22.6,6.003899788820361,14
73.0,Texas,2019,0.4456142169332315,-0.24076035676053034,33.8,11.435485693134593,13
73.0,Texas,2021,0.4456142169332315,0.192688353144791,30.9,16.422697593838844,10
73.0,Texas,2022,0.4456142169332315,0.10806696626858574,22.6,11.159210892723877,14
74.0,Texas,2019,0.4456139021028411,-0.04485004574901347,33.8,14.386229719401069,14
74.0,Texas,2021,0.4456139021028411,0.3049646245532248,30.9,17.96867069420794,10
74.0,Texas,2022,0.4456139021028411,0.18448443621995728,22.6,11.928793734251734,14
75.0,Texas,2019,0.6684209850308516,-0.16865654703125654,33.8,18.78223444895231,14
75.0,Texas,2021,0.6684209850308516,0.22429514709833284,30.9,25.28684715713153,10
75.0,Texas,2022,0.6684209850308516,0.1505446409440893,22.6,17.380488918213036,14
76.0,Texas,2019,3.1192988384889557,-0.1687034015493822,33.8,87.6455129727549,14
76.0,Texas,2021,3.1192988384889557,0.2434668062695492,30.9,119.85320704293183,10
76.0,Texas,2022,3.1192988384889557,0.19565666887094574,22.6,84.28919636076017,14
77.0,Texas,2019,0.2228070006002652,-0.09624451226043478,33.8,6.806071073075741,14
77.0,Texas,2021,0.2228070006002652,0.3967215222396019,30.9,9.616059391060906,10
77.0,Texas,2022,0.2228070006002652,0.21547230449179292,22.6,6.120435689569097,14
78.0,Texas,2019,6.23859378084862,-0.03131697324738657,33.8,204.26083283336152,14
78.0,Texas,2021,6.23859378084862,0.30927547901556857,30.9,252.3923698988474,10
78.0,Texas,2022,6.23859378084862,0.2679880749773479,22.6,178.77645292361206,14
79.0,Texas,2019,0.4456138107011845,0.01892350635193585,33.8,15.346767862973257,14
79.0,Texas,2021,0.4456138107011845,0.43136476387549655,30.9,19.7091295242594,10
79.0,Texas,2022,0.4456138107011845,0.3820807995729632,22.6,13.918758994559049,14
80.0,Texas,2019,0.2228070295226962,-0.029795822410157706,33.8,7.306488906368448,13
80.0,Texas,2021,0.2228070295226962,0.14734862552337719,30.9,7.899193777566191,10
80.0,Texas,2022,0.2228070295226962,0.3302178216777233,22.6,6.698230521135333,14
81.0,Texas,2019,0.4456138400351468,-0.004402968825717188,33.8,14.995431387193738,14
81.0,Texas,2021,0.4456138400351468,0.4160774749467567,30.9,19.498632991207426,10
81.0,Texas,2022,0.4456138400351468,0.367744296639439,22.6,13.774378813583771,14
82.0,Texas,2019,13.59122934067462,-0.0781347515585569,33.8,423.4897320314786,14
82.0,Texas,2021,13.59122934067462,0.23811851791142602,30.9,519.9713792911937,10
82.0,Texas,2022,13.59122934067462,0.31328787153543425,22.6,403.3918443434381,14
83.0,Texas,2019,1.1140206131811492,0.3002170916998294,33.8,48.95824009162504,12
83.0,Texas,2021,1.1140206131811492,0.1670998320657571,30.9,40.17535406035069,10
83.0,Texas,2022,1.1140206131811492,0.11859433230649932,22.6,28.162699453881206,14
84.0,Texas,2019,1.7824331499526749,0.3254692537661021,33.8,79.85453939586384,12
84.0,Texas,2021,1.7824331499526749,0.17505216552851913,30.9,64.71856472233685,10
84.0,Texas,2022,1.7824331499526749,0.1746025460988704,22.6,47.31650166579099,14
85.0,Texas,2019,0.222810933916334,-0.1739782903840189,33.8,6.220777397148981,13
85.0,Texas,2021,0.222810933916334,-0.10146422829041161,30.9,6.18629106856208,10
85.0,Texas,2022,0.222810933916334,0.05458221479395186,22.6,5.310377328637397,14
86.0,Texas,2019,0.2228070581170184,-0.13658705662548334,33.8,6.502258027445997,13
86.0,Texas,2021,0.2228070581170184,0.15305611075454476,30.9,7.938489332325095,10
86.0,Texas,2022,0.2228070581170184,0.25817550277215173,22.6,6.3354666415069385,14
87.0,Texas,2019,1.78243219074241,0.3594912963866051,33.8,81.9041954803202,12
87.0,Texas,2021,1.78243219074241,0.164963410394273,30.9,64.16286996706583,10
87.0,Texas,2022,1.78243219074241,0.17196936976087263,22.6,47.21040404570475,14
88.0,Texas,2019,0.8912279925216308,-0.11456262100963213,33.8,26.67247832900456,13
88.0,Texas,2021,0.8912279925216308,0.26503559484199524,30.9,34.83774563007665,10
88.0,Texas,2022,0.8912279925216308,0.29564061213346443,22.6,26.096472708255224,14
89.0,Texas,2019,0.222807102691652,-0.12495190488218766,33.8,6.589882260669851,13
89.0,Texas,2021,0.222807102691652,0.13598437786927167,30.9,7.820956487223365,10
89.0,Texas,2022,0.222807102691652,0.3421855474968055,22.6,6.7584954923396054,14
90.0,Texas,2019,2.4508453973000077,0.31821827669587477,33.8,109.19932282739694,12
90.0,Texas,2021,2.4508453973000077,0.20431545098755055,30.9,91.20416128045875,10
90.0,Texas,2022,2.4508453973000077,0.16805448397706588,22.6,64.6974936022287,14
91.0,Texas,2019,0.2228108580300151,-0.15104663290786177,33.8,6.393473751445316,14
91.0,Texas,2021,0.2228108580300151,-0.05766109405660453,30.9,6.487867211818891,10
91.0,Texas,2022,0.2228108580300151,0.10624752911291305,22.6,5.57053752210825,14
92.0,Texas,2019,0.2228071088418651,-0.21277512431677176,33.8,5.928496291306935,12
92.0,Texas,2021,0.2228071088418651,0.0653715225431334,30.9,7.334805577311006,10
92.0,Texas,2022,0.2228071088418651,0.19174518740555396,22.6,6.000962172814063,14
93.0,Texas,2019,0.2228069909335644,-0.07868214354228582,33.8,6.938330804025825,12
93.0,Texas,2021,0.2228069909335644,0.12520199656842101,30.9,7.746718715378527,10
93.0,Texas,2022,0.2228069909335644,0.26585451748646327,22.6,6.374131933618486,14
94.0,Texas,2019,0.222807112128923,-0.16209375111678448,33.8,6.310171738337538,12
94.0,Texas,2021,0.222807112128923,0.012435990253779401,30.9,6.970358321398378,10
94.0,Texas,2022,0.222807112128923,0.14176652851853133,22.6,5.749297686549758,14
95.0,Texas,2019,5.792893527894285,0.07965185242907413,33.8,211.3956181170625,12
95.0,Texas,2021,5.792893527894285,-0.18629090085675518,30.9,145.6542623770818,11
95.0,Texas,2022,5.792893527894285,-0.0661136011770903,22.6,122.26384114697201,14
96.0,Texas,2019,0.2228069905924574,-0.07279225202305464,33.8,6.982686837749447,12
96.0,Texas,2021,0.2228069905924574,0.13325114050141487,30.9,7.802134934598242,10
96.0,Texas,2022,0.2228069905924574,0.2552631070979139,22.6,6.320799533649456,14
97.0,Texas,2019,0.2228036417719064,0.06354741392683058,33.8,8.009323611275695,12
97.0,Texas,2021,0.2228036417719064,0.024765237244995842,30.9,7.055132088720594,10
97.0,Texas,2022,0.2228036417719064,-0.08644601629712334,22.6,4.600075292247683,14
98.0,Texas,2019,0.2228108130367068,-0.4185935339900001,33.8,4.378575282001244,14
98.0,Texas,2021,0.2228108130367068,-0.43794640816728675,30.9,3.869656988983248,10
98.0,Texas,2022,0.2228108130367068,-0.09524017547425498,22.6,4.555940149584965,14
99.0,Texas,2019,0.2228045619051158,0.15431907229958378,33.8,8.692939365842081,12
99.0,Texas,2021,0.2228045619051158,0.08228043455462715,30.9,7.45113385865414,9
99.0,Texas,2022,0.2228045619051158,0.33432662061157303,22.6,6.718845714047513,14
100.0,Texas,2019,0.4456090439316005,0.0653931460819693,33.8,16.04651015780608,12
100.0,Texas,2021,0.4456090439316005,0.09054502751698759,30.9,15.01606286665476,9
100.0,Texas,2022,0.4456090439316005,0.3065718908499499,22.6,13.158177675075825,14
101.0,Texas,2019,2.228046075204756,0.1016701262816012,33.8,82.96452687488326,12
101.0,Texas,2021,2.228046075204756,-0.10582328400152244,30.9,61.56104790895447,10
101.0,Texas,2022,2.228046075204756,0.27413621906951036,22.6,64.15765296913354,14
102.0,Texas,2019,0.2228046265649955,0.08811043118890503,33.8,8.194338093949183,13
102.0,Texas,2021,0.2228046265649955,-0.12035206560537053,30.9,6.056079552522271,9
102.0,Texas,2022,0.2228046265649955,0.25272438763327615,22.6,6.307949039886181,14
103.0,Texas,2019,0.2228041492987072,0.16085663005718337,33.8,8.742156178416732,12
103.0,Texas,2021,0.2228041492987072,0.014890459286654814,30.9,6.987163787253584,11
103.0,Texas,2022,0.2228041492987072,0.12122033334167832,22.6,5.645763461553287,14
104.0,Texas,2019,2.228045939413025,0.01524893973529584,33.8,76.45631918526642,13
104.0,Texas,2021,2.228045939413025,-0.2769374076788913,30.9,49.7804151883613,10
104.0,Texas,2022,2.228045939413025,0.24925893482465153,22.6,62.90498231246003,14
105.0,Texas,2019,30.52406213865626,0.13331607257651534,33.8,1169.2572655057434,13
105.0,Texas,2021,30.52406213865626,0.34789890350561603,30.9,1271.3295115154706,10
105.0,Texas,2022,30.52406213865626,0.3058729011341284,22.6,900.8483300945634,14
106.0,Texas,2019,0.2228041043058831,0.153776403929792,33.8,8.688834796743194,12
106.0,Texas,2021,0.2228041043058831,0.08362669878654015,30.9,7.46038710917485,11
106.0,Texas,2022,0.2228041043058831,0.14592556422119232,22.6,5.770162367987873,14
107.0,Texas,2019,1.1140206410518976,0.16061437803971715,33.8,43.701655022199496,12
107.0,Texas,2021,1.1140206410518976,0.0214928964363188,30.9,35.16309289372458,11
107.0,Texas,2022,1.1140206410518976,0.08965802334866352,22.6,27.434174571179813,14
108.0,Texas,2019,15.819215677097391,0.21098391241345787,33.8,647.5003703883733,13
108.0,Texas,2021,15.819215677097391,0.011795397155541025,30.9,494.57951690876564,10
108.0,Texas,2022,15.819215677097391,-0.021658505589931053,22.6,349.77104939394235,14
